index,code,longitude,latitude
1248,ES,3.177654018,42.43680908
780,DK,12.33945408,55.59020908
632,HR,14.32305411,45.35096414
539,AL,19.30720918,40.64530903
917,IT,12.41580015,43.95795402
17,PT,-7.532508873,39.66941812
961,ME,18.57638215,42.66305408
1170,BG,27.44958223,42.47298219
146,FR,0.716109157,42.85888216
470,DE,8.406945056,47.70180015
343,BE,4.30968218,51.26202711
123,GR,21.16416334,38.30006425
323,CH,6.13326329,46.14978214
550,AT,9.566727209,47.54045405
230,FR,7.385418206,47.43332712
419,DE,10.69055402,54.30930021
1089,SK,16.84471817,48.3619731
1288,ES,-7.017217795,39.67500014
1149,BG,22.93560012,41.34212716
1086,SK,18.66305405,47.7597181
24,PT,-7.897781821,37.00889107
1158,BG,22.68143618,44.22470004
100,GR,22.72555416,37.56340007
565,AT,13.72600024,48.51559109
1106,SK,21.78097318,48.34069111
105,GR,22.48889129,36.38610913
143,GR,23.68194507,35.22444507
993,PL,18.57874518,49.91221816
944,IT,8.192500099,40.91360906
846,IT,15.63513611,38.00458222
1176,BG,26.36110023,41.71105411
506,NL,5.369863183,53.07040915
187,FR,-4.440463842,48.3462002
921,IT,12.44874505,41.90636419
330,CH,8.673954104,47.70285409
445,DE,12.98555415,50.41832703
245,FR,6.623963204,45.11571815
723,DK,9.072782157,56.80761815
534,AL,20.22000011,39.64735411
354,BE,5.747773191,49.9074911
164,FR,-1.114636803,46.31658219
617,BA,18.70277321,43.25714511
612,BA,19.51055415,43.68582715
756,DK,12.17874517,55.11847322
823,HU,21.17736333,46.29736416
259,FR,5.231527079,43.465827
962,ME,18.48173605,42.9661732
785,DK,8.61847328,57.12152713
758,DK,11.90090922,54.97882702
1084,SK,18.84533614,48.04912711
915,IT,12.47152706,43.89868223
62,GR,26.32500021,41.23470904
63,GR,26.36040923,40.95388209
898,IT,13.71865401,46.52660904
1002,PL,15.37971823,50.77944507
314,CH,9.036663195,45.83777317
664,HR,16.12986319,44.49235399
847,IT,15.62958226,38.2293002
1213,RO,29.41138226,45.43581817
1063,RS,20.80832707,45.47888221
633,HR,13.9044451,44.7725642
728,DK,9.171836136,56.67464513
735,DK,10.30866327,56.57816322
170,FR,-1.734999899,47.20867317
453,DE,13.72600024,48.51559109
524,AL,20.58964506,41.88219112
379,DE,5.96360921,51.80666424
1218,RO,28.86919114,44.94050904
832,IT,18.01263613,40.64305397
1227,RO,27.03642715,44.14733608
855,IT,14.83076325,40.63151812
84,GR,23.3436823,39.18180007
535,AL,20.01002707,39.69120018
720,DK,8.643536177,56.47430021
802,HU,16.34902716,46.842354
237,FR,6.13326329,46.14978214
316,CH,8.445000239,46.24721808
654,HR,19.03971817,44.8613822
475,NL,6.689582274,52.55055396
38,PT,-8.660136704,40.69110909
986,PL,20.36055407,49.39305398
525,AL,20.45881814,41.52082715
284,FR,9.219654056,41.36729114
606,BA,18.84673608,44.86277309
998,PL,16.64000024,50.10889114
1187,RO,22.76250913,44.5526001
362,DE,7.588273172,47.58448217
899,IT,13.38347327,46.29513608
1156,BG,22.54166325,43.47561807
414,DE,9.24833609,54.81263601
1272,ES,-5.334508818,36.1625641
295,CH,7.588273172,47.58448217
1242,ES,0.67550923,42.68848209
30,PT,-9.183890822,38.4197181
282,FR,9.459582179,42.98804511
297,CH,8.406945056,47.70180015
982,PL,22.55805406,49.07943601
845,IT,16.05729117,37.92423597
1171,BG,27.67916322,42.4183181
398,DE,8.484100141,53.6863181
15,PT,-6.870690896,40.01597311
957,IT,8.551391233,39.05000017
704,DK,9.461527116,55.12214499
546,AT,9.598636109,47.06383606
498,NL,4.018054142,51.97905401
515,NL,6.74194503,53.46582711
406,DE,8.883609139,54.29416417
195,FR,-2.307217845,48.67610906
621,BA,17.64984506,42.88907311
776,DK,12.30166327,56.12860906
570,AT,16.10333615,48.75000006
764,DK,11.50639114,55.86721807
171,FR,-2.129445893,47.30971802
932,IT,13.31860924,38.21749111
257,FR,6.16528216,43.05055399
384,DE,6.689582274,52.55055396
1281,ES,-7.431854956,37.2531912
1298,ES,-8.136108833,41.80916412
1309,ES,-8.720499818,42.69849109
1100,SK,20.36055407,49.39305398
1185,RO,22.68143618,44.22470004
117,GR,23.22464519,38.15340006
1003,PL,15.17694507,51.01471805
671,CZ,17.18790916,48.86944503
1315,ES,-8.329726774,43.40388222
255,FR,6.63639122,43.31110009
787,DK,9.957709131,57.58624499
232,FR,6.881663309,47.36367317
905,IT,13.42889111,45.67721815
122,GR,21.35805402,38.43291809
127,GR,21.08513607,38.86402703
264,FR,4.758963255,43.37414507
882,IT,8.445000239,46.24721808
799,HU,18.40750021,45.74832703
400,DE,9.283400106,53.85554504
92,GR,23.65708216,38.36027314
490,NL,4.252363205,51.37514509
26,PT,-8.795863857,37.44250905
1293,ES,-6.190454859,41.57963609
1200,RO,23.17416334,48.10832715
1181,BG,22.93560012,41.34212716
883,IT,8.822218069,46.09860912
983,PL,21.61263606,49.43652705
1193,RO,21.48277322,45.18360905
505,NL,5.370800112,52.88020013
884,IT,9.036663195,45.83777317
124,GR,20.98790918,38.67110915
1253,ES,0.964445168,41.03277324
107,GR,21.94555403,36.99263605
519,AL,19.28853614,42.18290916
1090,SK,16.94618228,48.61906417
1115,SI,14.60979114,45.6684361
1010,PL,14.14916331,52.8627822
711,DK,8.689027112,55.14006416
1139,MK,22.93560012,41.34212716
325,CH,6.115554005,46.26152716
1147,MK,20.45881814,41.52082715
204,FR,-1.109581845,49.36943612
772,DK,12.05958217,55.65569119
937,IT,15.31666335,37.00889107
959,IT,8.366109095,39.22610916
3,PT,-8.197836689,42.1506732
559,AT,13.10013611,47.64291812
541,AL,19.44250014,41.40694508
826,IT,14.73652719,42.08790917
608,BA,19.37139125,44.88916419
1275,ES,-6.044163826,36.18610904
895,IT,12.18610918,47.09458223
779,DK,12.59798215,55.70256413
1025,PL,18.84374508,54.35180015
307,CH,10.45752705,46.54250013
1153,BG,22.44290917,42.82040906
592,BA,17.57852714,42.94382705
909,IT,12.16110914,45.2638822
1016,PL,14.2158271,53.89999109
556,AT,11.1040271,47.39652705
858,IT,14.07389114,40.82193602
1081,RS,20.58964506,41.88219112
372,DE,6.398200162,50.32317315
1029,PL,19.79700921,54.437545
793,DK,8.676600102,56.94811813
769,DK,11.91416319,55.92971807
1071,RS,22.46152722,44.48332702
449,DE,12.54597328,49.90958222
344,BE,4.252363205,51.37514509
378,DE,6.222082127,51.46735407
1137,MK,22.3652733,42.32388221
670,CZ,17.71221816,48.85610909
45,GR,20.31541819,39.9918002
816,HU,19.93986333,48.13624509
930,IT,12.73360922,38.13971811
1226,RO,28.58324519,43.74776422
907,IT,13.08778219,45.63652703
508,NL,5.303191178,52.70485407
430,DE,13.02389113,54.39971814
1279,ES,-6.355554882,36.86083598
1192,RO,21.37343616,45.01360913
377,DE,6.097500223,51.13110011
159,FR,-0.801317741,45.36090005
481,NL,6.222082127,51.46735407
1308,ES,-8.90610885,42.475136
695,CZ,17.00221815,50.2169451
140,GR,26.13582719,34.99729113
1246,ES,1.723609228,42.50943609
712,DK,8.618191146,55.43110915
1077,RS,22.44290917,42.82040906
66,GR,24.80134506,40.85196419
811,HU,18.66305405,47.7597181
241,FR,7.038054033,45.93193614
57,GR,26.14000021,41.35471812
1040,PL,23.95438224,50.79170009
1198,RO,22.01388229,47.51061816
766,DK,11.76833618,55.96347316
1286,ES,-6.955872825,39.02319116
1258,ES,-0.337636723,39.43805396
235,FR,6.115554005,46.26152716
1041,PL,24.11138216,50.566936
1287,ES,-7.532508873,39.66941812
759,DK,11.73083604,55.20360905
1302,ES,-8.745008838,41.9525002
440,DE,14.6009732,51.82006422
455,DE,13.39500023,48.36610018
250,FR,7.662218154,44.17082704
1138,MK,23.00923615,41.76630912
571,AT,16.54055415,48.81235405
11,PT,-6.190454859,41.57963609
1018,PL,16.17471811,54.25916419
699,CZ,18.57874518,49.91221816
1080,RS,21.11083616,42.2006912
576,AT,16.45055414,47.69805411
1237,ES,-1.780872882,43.35992702
1011,PL,14.39169116,53.1441642
130,GR,23.68194507,35.22444507
650,HR,19.09792714,45.51886422
619,BA,18.57638215,42.66305408
367,DE,6.729236053,49.1676361
783,DK,8.244163299,56.70430013
880,IT,7.855745067,45.919054
540,AL,19.52166336,40.90985397
652,HR,19.42500023,45.21791802
233,FR,6.971663325,47.29193615
202,FR,-1.264163921,49.68416418
984,PL,21.07152721,49.42208218
1031,PL,23.35610914,54.23540904
1155,BG,23.00500027,43.1927731
1201,RO,24.55639114,47.95304502
500,NL,5.422500194,52.24901818
303,CH,9.598636109,47.06383606
980,PL,22.70380915,49.16989117
118,GR,22.40860925,38.4460361
630,HR,14.83152718,45.11541807
1317,ES,-7.46360879,43.7263912
862,IT,11.62770913,42.29826426
1161,BG,24.18923612,43.6849271
753,DK,12.19166319,55.46166421
336,BE,2.898054011,50.70304503
966,ME,18.94985411,43.506036
1250,ES,3.118054159,42.22512713
1148,MK,20.58964506,41.88219112
360,BE,4.510554155,49.94749122
168,FR,-2.170836737,47.12666413
89,GR,23.07277315,39.03694502
727,DK,9.320000189,56.68139122
687,CZ,14.30624504,51.0524911
972,ME,19.6515272,42.62319109
1256,ES,0.589163221,40.61278222
1290,ES,-7.027217741,40.18777312
109,GR,21.70360922,36.81666419
78,GR,23.37944503,39.99277318
551,AT,9.955000099,47.53971812
266,FR,3.964718081,43.54083598
693,CZ,16.2190272,50.4102732
285,FR,8.790418134,41.55784499
447,DE,12.32305405,50.2066642
977,ME,18.50320026,42.44943608
547,AT,9.633891232,47.130554
1292,ES,-6.924408836,41.03096425
482,NL,6.097500223,51.13110011
86,GR,23.22152713,39.18229108
56,GR,25.28235415,41.24304501
611,BA,19.23945406,44.01060914
810,HU,17.78728229,47.74642708
768,DK,11.79443608,55.66166413
610,BA,19.61856335,44.05261806
1145,MK,20.74080916,40.90953613
1280,ES,-6.959926816,37.22183601
1219,RO,28.94735406,44.82665397
1108,SK,20.6529182,48.56166423
1196,RO,20.26102718,46.11485408
566,AT,13.83360913,48.77360903
1267,ES,-2.347081842,36.84054507
380,DE,6.828954046,51.97575405
21,PT,-6.941526862,38.17040912
321,CH,6.737782242,46.44749109
131,GR,23.52055404,35.29500008
1233,ES,-5.85416385,43.64804505
696,CZ,16.8909732,50.4386731
874,IT,6.749027067,44.91832701
840,IT,16.49055409,39.74916422
252,FR,7.439291213,43.75751807
819,HU,21.78097318,48.34069111
1235,ES,-3.585554978,43.51027322
468,DE,9.566727209,47.54045405
311,CH,9.94694509,46.37958208
420,DE,10.97944503,54.3805541
226,FR,8.226082193,48.96441803
746,DK,9.992773147,55.70499119
431,DE,13.45458215,54.09708215
14,PT,-7.027217741,40.18777312
357,BE,5.472782226,49.50888215
20,PT,-7.317081891,38.44471813
707,DK,9.24833609,54.81263601
530,AL,20.79192721,40.43154502
125,GR,20.73277327,38.80443606
451,DE,12.67444506,49.42500009
300,CH,9.670345135,47.39069106
857,IT,14.45277328,40.74791811
313,CH,9.293782266,46.50082715
602,BA,16.53109115,45.22552711
970,ME,20.07141814,42.56090919
12,PT,-6.924408836,41.03096425
203,FR,-1.291181813,49.52735402
401,DE,9.829063346,53.5417001
614,BA,18.94985411,43.506036
955,IT,9.006945157,38.98805405
803,HU,16.11180019,46.86971806
897,IT,12.44055408,46.69082712
971,ME,19.82250026,42.47193613
1189,RO,22.13750011,44.48027316
672,CZ,16.94618228,48.61906417
434,DE,14.27562712,53.69906413
1043,RS,20.07141814,42.56090919
320,CH,6.783473169,46.15471808
485,NL,6.011800124,50.75727326
288,FR,8.802363184,41.90041807
739,DK,10.51971809,56.09971815
754,DK,12.46221812,55.28958223
228,FR,7.578382191,48.11720007
51,GR,21.97708222,41.13180006
1154,BG,22.74159125,42.89214507
1202,RO,24.92891812,47.71314506
585,AT,12.44055408,46.69082712
61,GR,26.63576329,41.36471806
173,FR,-2.367081901,47.50152715
444,DE,14.31139119,50.8822181
834,IT,18.34944514,39.79193607
479,NL,6.828954046,51.97575405
1045,RS,20.3461092,42.88874504
881,IT,8.441454023,46.46208213
1190,RO,21.39866334,44.78310009
685,CZ,12.98555415,50.41832703
1112,SK,18.84533614,48.04912711
590,AT,10.47123615,46.87135404
801,HU,16.60787324,46.47623598
251,FR,7.531936054,43.78204503
581,AT,15.85902714,46.72319116
248,FR,6.852782289,44.5408361
548,AT,9.533573261,47.27454504
659,HR,16.53109115,45.22552711
409,DE,8.545609228,54.87060911
151,FR,-1.385136745,43.25256423
1079,RS,22.3652733,42.32388221
1225,RO,28.6295822,44.29651803
421,DE,11.09395406,54.20548212
531,AL,20.66708228,40.09624509
910,IT,12.53805406,44.96061807
65,GR,25.14180019,41.01033606
1268,ES,-2.768890895,36.67832708
1116,SI,14.39250019,45.48610908
121,GR,21.54000017,38.31596422
1076,RS,22.74159125,42.89214507
476,NL,7.062982148,52.3909642
177,FR,-3.132636828,47.47666424
169,FR,-2.134163899,47.27805404
220,FR,4.868473156,49.80221809
50,GR,21.60000017,40.8727731
1205,RO,26.63499115,48.25716427
452,DE,13.83360913,48.77360903
10,PT,-6.545626775,41.68700911
417,DE,10.03250018,54.55527319
647,HR,18.81701821,45.91296421
1241,ES,-0.555836774,42.78000007
68,GR,24.09041818,40.71763614
1224,RO,28.92777327,44.61749111
394,DE,8.332218211,53.61527326
860,IT,13.02958227,41.26013605
1057,RS,18.90223618,45.57313604
680,CZ,12.455554,49.69554513
1120,SI,13.47971814,46.01221801
623,HR,16.88166325,43.40360914
916,IT,12.51110909,43.94124503
274,FR,8.743191138,42.0493732
869,IT,7.531936054,43.78204503
1056,RS,19.09792714,45.51886422
1221,RO,28.99086335,44.68564504
289,FR,8.62721812,41.90666426
800,HU,17.66097321,45.83874497
72,GR,23.72971823,40.35124505
798,HU,18.81701821,45.91296421
156,FR,-1.170136737,44.77388217
967,ME,19.22880921,43.51321812
520,AL,19.6515272,42.62319109
310,CH,10.13639119,46.23069115
947,IT,9.562500215,41.11777311
1062,RS,20.80160026,45.75867315
994,PL,17.65777317,50.10805396
651,HR,18.98126328,45.38221808
345,BE,5.03847324,51.48694509
70,GR,23.88298217,40.40027315
1118,SI,13.71694511,45.59610916
625,HR,15.9883361,43.50443606
1006,PL,14.6009732,51.82006422
299,CH,9.566727209,47.54045405
1169,BG,27.89409115,42.70305403
839,IT,16.91930017,40.45054512
499,NL,4.574373296,52.45447321
273,FR,8.659445029,42.00832702
1312,ES,-9.105836695,42.75249117
912,IT,12.36832706,44.24666415
1182,RO,24.18923612,43.6849271
290,FR,8.659445029,42.00832702
649,HR,18.90223618,45.57313604
886,IT,9.544863183,46.30624512
196,FR,-1.976108865,48.513045
474,NL,7.053473214,52.64958212
54,GR,22.93560012,41.34212716
1078,RS,22.55847315,42.48332713
103,GR,23.1377733,36.42624503
142,GR,24.39250012,35.18888216
1304,ES,-8.897499797,42.11055406
441,DE,15.03381821,51.28666421
573,AT,16.84471817,48.3619731
574,AT,17.16638225,48.0125002
423,DE,10.81853612,53.89005401
376,DE,5.865000142,51.04534503
640,HR,15.31583606,45.75666418
426,DE,12.52694502,54.4741642
1265,ES,-1.643608824,37.37277313
511,NL,4.582009209,52.47708222
415,DE,9.445354066,54.82540014
1008,PL,14.53444503,52.39624513
167,FR,-1.985872944,47.03692714
710,DK,8.457636125,55.12721806
925,IT,13.73833606,37.15777312
627,HR,15.15166324,44.19639117
522,AL,20.07141814,42.56090919
641,HR,15.69610909,45.84305411
1245,ES,1.451527118,42.44624509
328,CH,8.710254114,47.69680906
1216,RO,29.06749121,44.82276426
1034,PL,23.93527317,52.71749113
893,IT,11.01680015,46.77332701
988,PL,19.78347328,49.20020013
700,CZ,18.85124504,49.51735408
28,PT,-8.673336693,38.41389117
938,IT,15.08139121,36.64916426
435,DE,14.39169116,53.1441642
348,BE,5.638818172,50.8488821
1096,SK,19.47555417,49.60000015
49,GR,20.98349125,40.85589111
1305,ES,-8.579863887,42.34901803
18,PT,-6.955872825,39.02319116
111,GR,21.6497181,37.44193607
1142,MK,21.97708222,41.13180006
473,NL,7.208363242,53.24280914
461,DE,12.73694505,47.68270919
438,DE,14.53444503,52.39624513
87,GR,22.94082708,39.35936415
1009,PL,14.63958226,52.57298209
1061,RS,20.26102718,46.11485408
607,BA,19.03971817,44.8613822
298,CH,8.562918193,47.80666413
724,DK,9.062918166,56.56575398
1228,RO,26.13638224,43.98277317
334,BE,3.297082224,50.52430011
715,DK,8.191391172,55.81069118
738,DK,10.61639127,56.22548224
428,DE,12.46389115,54.39513609
940,IT,8.557218164,39.84499117
691,CZ,16.33200922,50.6640271
42,GR,20.01002707,39.69120018
238,FR,6.295554035,46.39416424
518,AL,19.36777329,41.84900012
53,GR,22.77680011,41.32805411
443,DE,14.30624504,51.0524911
7,PT,-7.418608866,41.82277315
678,CZ,13.83360913,48.77360903
744,DK,9.869582136,55.84374505
697,CZ,17.72444518,50.31901808
1110,SK,19.63055417,48.23389108
1230,RO,24.18923612,43.6849271
1113,SI,15.17445414,45.42581805
154,FR,-1.208608834,44.62582708
1134,SI,15.17445414,45.42581805
370,DE,6.234163299,49.89750021
22,PT,-7.446945902,37.69943601
94,GR,24.03395416,37.65284504
705,DK,9.766109217,54.89638212
463,DE,10.4818002,47.58651814
958,IT,8.408327065,38.95853601
675,CZ,15.02860919,49.018745
199,FR,-1.562572918,48.748954
206,FR,0.42471816,49.45166427
504,NL,5.718354052,52.83801803
523,AL,20.52513609,42.213054
889,IT,10.05139115,46.5415181
716,DK,8.395691178,55.89471809
1173,BG,27.56958225,41.90926416
491,NL,3.444236091,51.52937311
222,FR,5.807882166,49.54504504
1301,ES,-8.197836689,42.1506732
1183,RO,22.89444515,43.83610914
1261,ES,-0.511663977,38.32500008
1184,RO,23.04298219,44.07256414
701,CZ,18.56590025,49.49367319
1121,SI,13.66603611,46.17530906
374,DE,6.011800124,50.75727326
1239,ES,-1.439517862,43.04937315
1191,RO,21.55395402,44.89242709
152,FR,-1.780872882,43.35992702
953,IT,9.565073292,39.14561807
223,FR,6.362173234,49.45939121
989,PL,19.77801817,49.40749113
1277,ES,-6.174717836,36.51443607
1291,ES,-6.796108888,40.52443612
513,NL,5.094445076,52.9591642
1167,BG,28.1272182,43.39498215
805,HU,16.45200924,47.4128451
741,DK,10.44860921,56.29193614
333,BE,4.165000138,50.28305401
794,DK,8.415800202,56.67812714
1119,SI,13.91833609,45.63639108
1244,ES,1.445836141,42.60194498
601,BA,16.29176334,44.99911816
828,IT,16.14555412,41.91117322
663,HR,15.74059118,44.81224497
395,DE,8.494445086,53.55499111
637,HR,14.60979114,45.6684361
973,ME,19.28853614,42.18290916
1058,RS,18.95666323,45.78250005
219,FR,4.824727166,50.16757318
412,DE,8.420418128,54.91964509
682,CZ,12.0937002,50.32253613
613,BA,19.22880921,43.51321812
923,IT,14.55360925,36.78027315
216,FR,4.165000138,50.28305401
1311,ES,-8.915836719,42.78902704
254,FR,7.39160908,43.72754506
553,AT,10.17333611,47.27471804
31,PT,-9.274236674,38.66874511
626,HR,15.94083619,43.68360913
694,CZ,16.64000024,50.10889114
1207,RO,27.29943619,47.65860016
249,FR,6.976391221,44.28416411
308,CH,10.24180016,46.63444508
145,FR,1.445836141,42.60194498
991,PL,19.15958224,49.40027314
404,DE,9.017218185,54.08500014
1048,RS,19.23945406,44.01060914
949,IT,9.510454129,40.92037309
1117,SI,13.59173607,45.4817002
439,DE,14.76076329,52.06986422
73,GR,23.99097327,40.11250011
183,FR,-4.282917758,48.116527
1101,SK,20.91360914,49.29610905
120,GR,21.94777322,38.40943602
751,DK,9.67715409,55.19117315
209,FR,1.461109142,50.12416414
60,GR,26.57027331,41.61138222
487,NL,5.847136127,51.15319112
116,GR,22.86277329,37.93958223
114,GR,21.64166326,38.15888216
867,IT,8.74721814,44.42805407
1296,ES,-7.131181839,41.99380907
1072,RS,22.68143618,44.22470004
432,DE,13.71082716,54.17082714
383,DE,7.062982148,52.3909642
616,BA,18.9155733,43.35777321
563,AT,13.39500023,48.36610018
762,DK,10.87971815,55.73430019
67,GR,24.39430022,40.93555406
948,IT,9.633891232,40.98916421
467,DE,9.955000099,47.53971812
492,NL,3.83500025,51.60666415
1023,PL,18.40610915,54.73819113
1126,SI,15.85902714,46.72319116
102,GR,23.02860924,36.65666422
536,AL,19.85729119,40.04347313
1263,ES,-0.723472827,37.602218
725,DK,9.24889114,56.63332704
247,FR,7.031663334,44.8313822
942,IT,8.367218188,40.49277315
281,FR,9.346800151,43.00040909
229,FR,7.588273172,47.58448217
1150,BG,23.00923615,41.76630912
1111,SK,19.47242722,48.08943602
287,FR,8.725827188,41.72943613
488,NL,5.238973227,51.26228209
1144,MK,20.98349125,40.85589111
1105,SK,22.15144508,48.41191818
366,DE,7.425554112,49.17645403
1283,ES,-6.941526862,38.17040912
40,GR,20.82082717,39.11360909
979,PL,22.67846328,49.56943604
1030,PL,22.78588223,54.36383606
153,FR,-1.443890869,43.64054509
575,AT,17.05389124,47.70944512
894,IT,11.17715401,46.96735399
1162,BG,25.53193605,43.64360013
1042,PL,22.67846328,49.56943604
1051,RS,19.37139125,44.88916419
52,GR,22.73774513,41.15610909
567,AT,14.18416329,48.59610916
464,DE,10.47374502,47.43763609
1163,BG,26.13638224,43.98277317
135,GR,24.1070633,35.49221804
646,HR,18.40750021,45.74832703
424,DE,11.09471816,54.01360913
1174,BG,27.07027328,42.08999107
364,DE,7.802218066,48.57582713
427,DE,12.92152714,54.42746426
752,DK,12.33945408,55.59020908
900,IT,13.66603611,46.17530906
74,GR,23.93221814,39.94305407
71,GR,24.39409118,40.14801809
945,IT,8.57971821,40.84000019
211,FR,2.541663198,51.09110904
1136,MK,21.11083616,42.2006912
459,DE,13.10013611,47.64291812
1259,ES,-0.143336664,38.97833607
896,IT,12.1602733,46.92805409
545,AT,10.10944505,46.85027322
929,IT,12.51013612,38.01513604
9,PT,-6.602290788,41.9491642
69,GR,23.72200922,40.74464498
749,DK,9.704163265,55.53110911
158,FR,-1.089445999,45.55860919
560,AT,12.91395409,47.72500009
82,GR,22.58520924,40.46500005
995,PL,17.72444518,50.31901808
1212,RO,28.7008091,45.22009111
964,ME,18.9155733,43.35777321
634,HR,13.60305415,45.15777317
335,BE,3.158573286,50.78436424
624,HR,16.43055408,43.54569112
286,FR,8.917118145,41.68569114
342,BE,4.238900193,51.35042702
322,CH,6.295554035,46.39416424
240,FR,6.783473169,46.15471808
593,BA,17.65444505,43.04721816
827,IT,15.16236324,41.92444513
588,AT,11.17715401,46.96735399
878,IT,6.799345141,45.78866411
1313,ES,-9.259163832,43.04721816
976,ME,18.67860918,42.460554
363,DE,7.578382191,48.11720007
331,CH,8.710254114,47.69680906
996,PL,16.8909732,50.4386731
304,CH,10.10944505,46.85027322
